  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(18_16)Mean,    d(D_H)Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(18_16)_SD,     d(D_H)_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code
   453,     P-857,   2019/11/10 11:30:28,           1-86,       3,       -15.733,      -119.855,         17366,      -1,    1,                                        ,                                        ,                 H2O, 1573410933.46,         0.215,         0.431,        12.288,         0.000,        -0.001,         0.274,        78.967,        33.919,         0.959,        57.115,         0.863,        -1.047,       -0.0000,       -0.0000,    0,        42.312,         1,      86,       6,  DGK_norm,       0
   454,     P-857,   2019/11/10 11:39:22,           1-86,       4,       -15.760,      -119.912,         17282,       0,    1,                                        ,                                        ,                 H2O, 1573411467.82,         0.204,         0.424,        10.220,        -0.000,        -0.001,         0.226,        78.186,        34.388,         0.943,        56.682,         0.863,        -0.819,       -0.0000,       -0.0000,    0,        42.062,         1,      86,       6,  DGK_norm,       0
   455,     P-857,   2019/11/10 11:48:17,           1-86,       5,       -15.774,      -120.127,         17390,       0,    1,                                        ,                                        ,                 H2O, 1573412002.64,         0.205,         0.404,        10.036,        -0.000,        -0.000,         0.222,        78.778,        34.716,         0.939,        56.419,         0.863,        -0.895,       -0.0000,       -0.0000,    0,        41.812,         1,      86,       6,  DGK_norm,       0
   456,     P-858,   2019/11/10 11:57:53,           1-87,       1,       -13.520,      -104.344,         18019,      -1,    1,                                        ,                                        ,                 H2O, 1573412578.90,         0.193,         0.398,         9.623,        -0.001,        -0.002,         0.208,        82.147,        35.192,         0.995,        60.759,         0.864,        -0.784,       -0.0000,       -0.0000,    0,        41.812,         1,      87,       6,  DGK_norm,       0
   457,     P-858,   2019/11/10 12:06:47,           1-87,       2,       -13.479,      -103.909,         17582,      -1,    1,                                        ,                                        ,                 H2O, 1573413112.67,         0.210,         0.419,        12.613,        -0.001,        -0.002,         0.285,        79.879,        34.497,         0.975,        58.686,         0.863,        -0.894,       -0.0000,       -0.0000,    0,        41.562,         1,      87,       6,  DGK_norm,       0
   458,     P-858,   2019/11/10 12:15:42,           1-87,       3,       -13.511,      -103.881,         17456,      -1,    1,                                        ,                                        ,                 H2O, 1573413647.77,         0.204,         0.430,        11.055,        -0.001,        -0.004,         0.248,        79.111,        34.053,         0.982,        59.676,         0.864,        -0.693,       -0.0000,       -0.0000,    0,        41.375,         1,      87,       6,  DGK_norm,       0
   459,     P-858,   2019/11/10 12:24:37,           1-87,       4,       -13.499,      -103.734,         17386,       0,    1,                                        ,                                        ,                 H2O, 1573414182.06,         0.202,         0.444,        10.921,        -0.001,        -0.002,         0.246,        78.731,        34.028,         0.968,        58.975,         0.863,        -0.695,       -0.0000,       -0.0000,    0,        41.375,         1,      87,       6,  DGK_norm,       0
   460,     P-858,   2019/11/10 12:33:31,           1-87,       5,       -13.478,      -103.641,         17375,       0,    1,                                        ,                                        ,                 H2O, 1573414716.21,         0.189,         0.475,        14.751,        -0.000,        -0.002,         0.344,        78.604,        34.276,         1.003,        58.588,         0.864,        -0.698,        0.0000,        0.0000,    0,        41.188,         1,      87,       6,  DGK_norm,       0
   461,     P-859,   2019/11/10 12:43:06,           1-88,       1,       -13.475,      -104.084,         17995,      -1,    1,                                        ,                                        ,                 H2O, 1573415291.83,         0.176,         0.393,        11.141,        -0.001,        -0.002,         0.250,        82.017,        35.297,         0.996,        60.173,         0.865,        -0.821,       -0.0000,       -0.0000,    0,        41.250,         1,      88,       6,  DGK_norm,       0
   462,     P-859,   2019/11/10 12:52:01,           1-88,       2,       -13.516,      -104.113,         17339,      -1,    1,                                        ,                                        ,                 H2O, 1573415826.27,         0.198,         0.382,        12.077,        -0.001,        -0.002,         0.274,        78.382,        34.318,         0.942,        58.281,         0.865,        -0.728,        0.0000,        0.0000,    0,        41.062,         1,      88,       6,  DGK_norm,       0
   463,     P-859,   2019/11/10 13:00:56,           1-88,       3,       -13.508,      -104.309,         17393,      -1,    1,                                        ,                                        ,                 H2O, 1573416361.94,         0.198,         0.432,        20.412,        -0.000,        -0.001,         0.472,        78.796,        33.980,         1.012,        58.911,         0.865,        -0.660,       -0.0000,       -0.0000,    0,        41.062,         1,      88,       6,  DGK_norm,       0
   464,     P-859,   2019/11/10 13:09:50,           1-88,       4,       -13.518,      -104.101,         17377,       0,    1,                                        ,                                        ,                 H2O, 1573416895.69,         0.197,         0.438,        13.765,        -0.001,        -0.001,         0.318,        78.665,        34.172,         0.985,        58.253,         0.864,        -0.741,        0.0000,        0.0000,    0,        40.875,         1,      88,       6,  DGK_norm,       0
   465,     P-859,   2019/11/10 13:18:44,           1-88,       5,       -13.476,      -104.139,         17498,       0,    1,                                        ,                                        ,                 H2O, 1573417429.82,         0.200,         0.423,        13.245,        -0.001,        -0.002,         0.302,        79.652,        33.834,         0.969,        58.603,         0.863,        -0.893,       -0.0000,       -0.0000,    0,        40.875,         1,      88,       6,  DGK_norm,       0
   466,     P-860,   2019/11/10 13:28:21,           1-89,       1,       -14.073,      -107.409,         18041,      -1,    1,                                        ,                                        ,                 H2O, 1573418005.84,         0.203,         0.410,        10.684,        -0.001,        -0.002,         0.236,        82.227,        35.263,         1.001,        60.762,         0.865,        -0.752,       -0.0000,       -0.0000,    0,        40.875,         1,      89,       6,  DGK_norm,       0
   467,     P-860,   2019/11/10 13:37:15,           1-89,       2,       -14.132,      -107.652,         17425,      -1,    1,                                        ,                                        ,                 H2O, 1573418539.96,         0.208,         0.406,        12.356,        -0.001,        -0.001,         0.277,        79.036,        34.418,         0.933,        57.125,         0.864,        -0.933,       -0.0000,       -0.0000,    0,        41.000,         1,      89,       6,  DGK_norm,       0
   468,     P-860,   2019/11/10 13:46:09,           1-89,       3,       -14.138,      -107.755,         17420,      -1,    1,                                        ,                                        ,                 H2O, 1573419074.70,         0.197,         0.428,        11.488,        -0.001,        -0.002,         0.259,        78.831,        34.575,         0.984,        58.022,         0.864,        -0.716,        0.0000,        0.0000,    0,        41.000,         1,      89,       6,  DGK_norm,       0
   469,     P-860,   2019/11/10 13:55:04,           1-89,       4,       -14.150,      -107.876,         17360,       0,    1,                                        ,                                        ,                 H2O, 1573419609.53,         0.189,         0.388,        12.379,        -0.001,        -0.002,         0.279,        78.723,        34.110,         0.957,        57.500,         0.864,        -0.877,       -0.0000,       -0.0000,    0,        41.062,         1,      89,       6,  DGK_norm,       0
   470,     P-860,   2019/11/10 14:03:59,           1-89,       5,       -14.127,      -107.737,         17364,       0,    1,                                        ,                                        ,                 H2O, 1573420144.86,         0.187,         0.399,        11.457,        -0.001,        -0.001,         0.262,        78.701,        34.364,         0.952,        57.144,         0.864,        -0.971,        0.0000,        0.0000,    0,        41.062,         1,      89,       6,  DGK_norm,       0
   471,     P-861,   2019/11/10 14:13:36,           1-90,       1,       -13.729,      -104.624,         17926,      -1,    1,                                        ,                                        ,                 H2O, 1573420721.53,         0.205,         0.397,         8.721,        -0.001,        -0.000,         0.187,        81.445,        35.321,         1.000,        60.589,         0.865,        -0.658,       -0.0000,       -0.0000,    0,        41.000,         1,      90,       6,  DGK_norm,       0
   472,     P-861,   2019/11/10 14:22:31,           1-90,       2,       -13.737,      -104.590,         17378,      -1,    1,                                        ,                                        ,                 H2O, 1573421256.27,         0.198,         0.382,        11.568,        -0.001,        -0.002,         0.259,        78.572,        34.255,         0.959,        58.771,         0.864,        -0.642,       -0.0000,       -0.0000,    0,        41.000,         1,      90,       6,  DGK_norm,       0
   473,     P-861,   2019/11/10 14:31:26,           1-90,       3,       -13.728,      -104.649,         17377,      -1,    1,                                        ,                                        ,                 H2O, 1573421790.83,         0.190,         0.420,        10.996,        -0.001,        -0.001,         0.250,        78.867,        34.238,         0.951,        57.154,         0.865,        -0.903,       -0.0000,       -0.0000,    0,        40.875,         1,      90,       6,  DGK_norm,       0
   474,     P-861,   2019/11/10 14:40:20,           1-90,       4,       -13.708,      -104.498,         17344,       0,    1,                                        ,                                        ,                 H2O, 1573422326.49,         0.194,         0.419,        11.624,        -0.001,        -0.001,         0.264,        78.598,        34.202,         0.956,        57.533,         0.863,        -0.820,        0.0000,        0.0000,    0,        40.938,         1,      90,       6,  DGK_norm,       0
   475,     P-861,   2019/11/10 14:49:14,           1-90,       5,       -13.738,      -104.620,         17374,       0,    1,                                        ,                                        ,                 H2O, 1573422859.75,         0.192,         0.461,        12.079,        -0.001,        -0.003,         0.276,        78.763,        34.051,         0.978,        58.219,         0.864,        -0.805,        0.0000,        0.0000,    0,        41.000,         1,      90,       6,  DGK_norm,       0
   476,     P-862,   2019/11/10 14:58:52,           1-91,       1,       -14.306,      -110.319,         18066,      -1,    1,                                        ,                                        ,                 H2O, 1573423437.72,         0.177,         0.403,        12.002,        -0.001,        -0.003,         0.268,        82.375,        35.371,         1.003,        60.375,         0.866,        -0.817,       -0.0000,       -0.0000,    0,        41.125,         1,      91,       6,  DGK_norm,       0
   477,     P-862,   2019/11/10 15:07:47,           1-91,       2,       -14.388,      -111.003,         17411,      -1,    1,                                        ,                                        ,                 H2O, 1573423972.58,         0.189,         0.399,        11.677,        -0.001,        -0.000,         0.263,        79.054,        33.969,         0.946,        58.007,         0.864,        -0.868,       -0.0000,       -0.0000,    0,        40.938,         1,      91,       6,  DGK_norm,       0
   478,     P-862,   2019/11/10 15:16:41,           1-91,       3,       -14.380,      -111.000,         17233,      -1,    1,                                        ,                                        ,                 H2O, 1573424506.99,         0.198,         0.399,        12.840,        -0.001,        -0.002,         0.293,        77.928,        34.400,         0.926,        56.259,         0.864,        -0.848,        0.0000,        0.0000,    0,        40.938,         1,      91,       6,  DGK_norm,       0
   479,     P-862,   2019/11/10 15:25:36,           1-91,       4,       -14.411,      -111.127,         17333,       0,    1,                                        ,                                        ,                 H2O, 1573425041.44,         0.168,         0.427,        12.174,        -0.001,        -0.002,         0.276,        78.405,        34.326,         0.943,        57.869,         0.863,        -0.803,        0.0000,        0.0000,    0,        40.875,         1,      91,       6,  DGK_norm,       0
   480,     P-862,   2019/11/10 15:34:29,           1-91,       5,       -14.379,      -111.074,         17388,       0,    1,                                        ,                                        ,                 H2O, 1573425574.59,         0.189,         0.402,        11.426,        -0.001,        -0.001,         0.257,        78.901,        34.150,         0.941,        57.659,         0.865,        -0.914,       -0.0000,       -0.0000,    0,        40.938,         1,      91,       6,  DGK_norm,       0
   481,     P-863,   2019/11/10 15:44:06,           1-92,       1,       -13.746,      -106.902,         17970,      -1,    1,                                        ,                                        ,                 H2O, 1573426150.73,         0.178,         0.411,        10.284,        -0.001,        -0.002,         0.225,        81.747,        35.842,         0.989,        59.060,         0.865,        -0.916,       -0.0000,       -0.0000,    0,        40.938,         1,      92,       6,  DGK_norm,       0
   482,     P-863,   2019/11/10 15:52:59,           1-92,       2,       -13.764,      -106.776,         17401,      -1,    1,                                        ,                                        ,                 H2O, 1573426684.76,         0.196,         0.378,        11.333,        -0.000,        -0.001,         0.253,        78.974,        33.777,         0.965,        58.785,         0.864,        -0.815,       -0.0000,       -0.0000,    0,        40.875,         1,      92,       6,  DGK_norm,       0
   483,     P-863,   2019/11/10 16:01:53,           1-92,       3,       -13.766,      -106.740,         17353,      -1,    1,                                        ,                                        ,                 H2O, 1573427218.37,         0.186,         0.397,        11.031,        -0.001,        -0.002,         0.249,        78.683,        33.931,         0.968,        58.021,         0.865,        -0.853,       -0.0000,       -0.0000,    0,        40.875,         1,      92,       6,  DGK_norm,       0
   484,     P-863,   2019/11/10 16:10:47,           1-92,       4,       -13.773,      -106.859,         17333,       0,    1,                                        ,                                        ,                 H2O, 1573427752.00,         0.184,         0.410,        10.186,        -0.000,        -0.002,         0.225,        78.383,        34.493,         0.942,        57.117,         0.864,        -0.853,        0.0000,        0.0000,    0,        40.812,         1,      92,       6,  DGK_norm,       0
   485,     P-863,   2019/11/10 16:19:41,           1-92,       5,       -13.746,      -106.859,         17411,       0,    1,                                        ,                                        ,                 H2O, 1573428286.01,         0.195,         0.439,        10.514,        -0.000,        -0.002,         0.234,        79.054,        34.186,         0.945,        57.382,         0.864,        -0.986,       -0.0000,       -0.0000,    0,        40.875,         1,      92,       6,  DGK_norm,       0
   486,     P-864,   2019/11/10 16:29:17,           1-93,       1,       -14.470,      -111.106,         18028,      -1,    1,                                        ,                                        ,                 H2O, 1573428862.21,         0.193,         0.411,         8.734,        -0.001,        -0.002,         0.187,        82.160,        35.293,         0.991,        60.449,         0.866,        -0.766,        0.0000,        0.0000,    0,        40.875,         1,      93,       6,  DGK_norm,       0
   487,     P-864,   2019/11/10 16:38:11,           1-93,       2,       -14.484,      -111.199,         17550,      -1,    1,                                        ,                                        ,                 H2O, 1573429396.51,         0.182,         0.425,         9.746,        -0.000,        -0.001,         0.206,        79.340,        34.804,         0.966,        59.350,         0.865,        -0.604,        0.0000,        0.0000,    0,        41.188,         1,      93,       6,  DGK_norm,       0
   488,     P-864,   2019/11/10 16:47:05,           1-93,       3,       -14.483,      -111.274,         17563,      -1,    1,                                        ,                                        ,                 H2O, 1573429930.90,         0.194,         0.397,        10.157,        -0.001,        -0.000,         0.219,        79.781,        34.549,         0.974,        58.221,         0.864,        -0.910,        0.0000,        0.0000,    0,        41.250,         1,      93,       6,  DGK_norm,       0
   489,     P-864,   2019/11/10 16:55:59,           1-93,       4,       -14.479,      -111.338,         17385,       0,    1,                                        ,                                        ,                 H2O, 1573430464.76,         0.205,         0.407,         9.509,        -0.000,        -0.002,         0.194,        78.644,        34.614,         0.947,        57.502,         0.863,        -0.797,        0.0000,        0.0000,    0,        41.250,         1,      93,       6,  DGK_norm,       0
   490,     P-864,   2019/11/10 17:04:54,           1-93,       5,       -14.470,      -111.274,         17356,       0,    1,                                        ,                                        ,                 H2O, 1573430999.40,         0.199,         0.418,        10.051,        -0.001,        -0.001,         0.214,        78.702,        34.101,         0.964,        57.586,         0.863,        -0.859,       -0.0000,       -0.0000,    0,        41.375,         1,      93,       6,  DGK_norm,       0
   491,     P-865,   2019/11/10 17:14:30,           1-94,       1,       -15.082,      -115.968,         18143,      -1,    1,                                        ,                                        ,                 H2O, 1573431575.37,         0.192,         0.366,         8.829,        -0.000,        -0.002,         0.174,        82.944,        35.551,         0.971,        59.703,         0.864,        -0.955,       -0.0000,       -0.0000,    0,        41.688,         1,      94,       6,  DGK_norm,       0
   492,     P-865,   2019/11/10 17:23:24,           1-94,       2,       -15.113,      -116.244,         17327,      -1,    1,                                        ,                                        ,                 H2O, 1573432109.75,         0.211,         0.423,        10.168,         0.000,        -0.002,         0.218,        78.441,        34.344,         0.960,        57.103,         0.866,        -0.913,       -0.0000,       -0.0000,    0,        41.625,         1,      94,       6,  DGK_norm,       0
   493,     P-865,   2019/11/10 17:32:18,           1-94,       3,       -15.097,      -116.373,         17412,      -1,    1,                                        ,                                        ,                 H2O, 1573432643.22,         0.192,         0.398,         9.612,         0.000,         0.000,         0.203,        79.076,        34.024,         0.941,        57.884,         0.864,        -0.891,       -0.0000,       -0.0000,    0,        41.375,         1,      94,       6,  DGK_norm,       0
   494,     P-865,   2019/11/10 17:41:13,           1-94,       4,       -15.101,      -116.340,         17604,       0,    1,                                        ,                                        ,                 H2O, 1573433178.34,         0.184,         0.382,        10.003,        -0.001,        -0.000,         0.218,        80.122,        34.436,         0.949,        58.187,         0.864,        -0.931,       -0.0000,       -0.0000,    0,        41.625,         1,      94,       6,  DGK_norm,       0
   495,     P-865,   2019/11/10 17:50:08,           1-94,       5,       -15.116,      -116.213,         17580,       0,    1,                                        ,                                        ,                 H2O, 1573433714.21,         0.206,         0.382,        12.487,        -0.001,        -0.001,         0.272,        79.798,        34.705,         0.964,        58.144,         0.864,        -0.840,       -0.0000,       -0.0000,    0,        41.938,         1,      94,       6,  DGK_norm,       0
   496,     P-866,   2019/11/10 17:59:46,           1-95,       1,       -14.650,      -113.766,         18008,      -1,    1,                                        ,                                        ,                 H2O, 1573434291.54,         0.212,         0.376,         9.454,        -0.001,        -0.002,         0.192,        82.090,        35.315,         0.994,        60.169,         0.864,        -0.868,       -0.0000,       -0.0000,    0,        41.625,         1,      95,       6,  DGK_norm,       0
   497,     P-866,   2019/11/10 18:08:40,           1-95,       2,       -14.714,      -113.587,         17485,      -1,    1,                                        ,                                        ,                 H2O, 1573434825.62,         0.182,         0.418,         9.279,        -0.000,        -0.002,         0.196,        79.245,        34.015,         0.977,        59.694,         0.864,        -0.575,        0.0000,        0.0000,    0,        41.500,         1,      95,       6,  DGK_norm,       0
   498,     P-866,   2019/11/10 18:17:35,           1-95,       3,       -14.661,      -113.685,         17512,      -1,    1,                                        ,                                        ,                 H2O, 1573435360.36,         0.204,         0.426,         9.346,        -0.001,        -0.001,         0.194,        79.447,        34.158,         0.972,        59.199,         0.863,        -0.722,       -0.0000,       -0.0000,    0,        41.375,         1,      95,       6,  DGK_norm,       0
   499,     P-866,   2019/11/10 18:26:29,           1-95,       4,       -14.691,      -113.567,         17413,       0,    1,                                        ,                                        ,                 H2O, 1573435894.04,         0.168,         0.389,         9.257,        -0.001,        -0.001,         0.191,        78.849,        34.522,         0.957,        57.521,         0.863,        -0.802,       -0.0000,       -0.0000,    0,        41.250,         1,      95,       6,  DGK_norm,       0
   500,     P-866,   2019/11/10 18:35:22,           1-95,       5,       -14.685,      -113.475,         17481,       0,    1,                                        ,                                        ,                 H2O, 1573436427.94,         0.214,         0.446,         8.335,        -0.000,        -0.002,         0.170,        79.238,        33.905,         1.000,        59.817,         0.864,        -0.615,       -0.0000,       -0.0000,    0,        41.250,         1,      95,       6,  DGK_norm,       0
   501,     P-867,   2019/11/10 18:45:00,           1-96,       1,       -16.370,      -129.045,         18015,      -1,    1,                                        ,                                        ,                 H2O, 1573437004.69,         0.181,         0.406,         8.873,        -0.000,        -0.000,         0.165,        82.146,        35.906,         0.931,        58.043,         0.863,        -1.059,        0.0000,        0.0000,    0,        42.250,         1,      96,       6,  DGK_norm,       0
   502,     P-867,   2019/11/10 18:53:53,           1-96,       2,       -16.417,      -129.755,         17535,      -1,    1,                                        ,                                        ,                 H2O, 1573437538.93,         0.207,         0.405,         8.015,        -0.000,         0.000,         0.163,        79.440,        35.084,         0.930,        57.184,         0.864,        -0.883,        0.0000,        0.0000,    0,        41.625,         1,      96,       6,  DGK_norm,       0
   503,     P-867,   2019/11/10 19:02:48,           1-96,       3,       -16.460,      -129.839,         17599,      -1,    1,                                        ,                                        ,                 H2O, 1573438073.71,         0.191,         0.410,         8.359,        -0.000,        -0.001,         0.171,        79.880,        34.433,         0.975,        59.190,         0.864,        -0.734,       -0.0000,       -0.0000,    0,        41.812,         1,      96,       6,  DGK_norm,       0
   504,     P-867,   2019/11/10 19:11:42,           1-96,       4,       -16.454,      -129.929,         17556,       0,    1,                                        ,                                        ,                 H2O, 1573438607.46,         0.196,         0.402,         8.651,        -0.001,        -0.000,         0.166,        79.745,        34.531,         0.932,        58.080,         0.864,        -0.844,        0.0000,        0.0000,    0,        42.000,         1,      96,       6,  DGK_norm,       0
   505,     P-867,   2019/11/10 19:20:35,           1-96,       5,       -16.461,      -130.019,         17665,       0,    1,                                        ,                                        ,                 H2O, 1573439141.04,         0.178,         0.402,         7.402,        -0.001,        -0.001,         0.143,        80.070,        35.418,         0.943,        57.571,         0.863,        -0.889,        0.0000,        0.0000,    0,        41.688,         1,      96,       6,  DGK_norm,       0
   506,     P-868,   2019/11/10 19:30:13,           1-97,       1,       -14.622,      -113.168,         17929,      -1,    1,                                        ,                                        ,                 H2O, 1573439718.88,         0.186,         0.408,         6.899,        -0.000,        -0.001,         0.127,        81.710,        35.006,         1.006,        60.119,         0.864,        -0.840,       -0.0000,       -0.0000,    0,        41.625,         1,      97,       6,  DGK_norm,       0
   507,     P-868,   2019/11/10 19:39:07,           1-97,       2,       -14.618,      -112.348,         17376,      -1,    1,                                        ,                                        ,                 H2O, 1573440252.74,         0.187,         0.402,         8.466,        -0.001,        -0.001,         0.178,        78.668,        34.113,         0.962,        58.253,         0.863,        -0.703,       -0.0000,       -0.0000,    0,        41.812,         1,      97,       6,  DGK_norm,       0
   508,     P-868,   2019/11/10 19:48:01,           1-97,       3,       -14.602,      -112.348,         17429,      -1,    1,                                        ,                                        ,                 H2O, 1573440786.80,         0.183,         0.407,         6.185,        -0.001,        -0.002,         0.109,        78.937,        34.816,         0.934,        56.803,         0.863,        -0.865,       -0.0000,       -0.0000,    0,        41.938,         1,      97,       6,  DGK_norm,       0
   509,     P-868,   2019/11/10 19:56:55,           1-97,       4,       -14.588,      -112.134,         17346,       0,    1,                                        ,                                        ,                 H2O, 1573441320.81,         0.196,         0.390,         7.934,        -0.001,        -0.001,         0.151,        78.703,        34.195,         0.932,        56.776,         0.863,        -1.030,       -0.0000,       -0.0000,    0,        41.812,         1,      97,       6,  DGK_norm,       0
   510,     P-868,   2019/11/10 20:05:49,           1-97,       5,       -14.552,      -112.117,         17674,       0,    1,                                        ,                                        ,                 H2O, 1573441854.91,         0.180,         0.390,         7.215,        -0.000,        -0.001,         0.143,        80.244,        34.749,         0.971,        59.365,         0.863,        -0.785,       -0.0000,       -0.0000,    0,        41.875,         1,      97,       6,  DGK_norm,       0
   511,     P-869,   2019/11/10 20:15:27,           1-98,       1,       -14.716,      -116.473,         17922,      -1,    1,                                        ,                                        ,                 H2O, 1573442432.60,         0.174,         0.442,         7.248,        -0.001,        -0.003,         0.139,        81.719,        34.910,         0.991,        59.959,         0.863,        -0.865,       -0.0000,       -0.0000,    0,        42.125,         1,      98,       6,  DGK_norm,       0
   512,     P-869,   2019/11/10 20:24:20,           1-98,       2,       -14.760,      -116.734,         17465,      -1,    1,                                        ,                                        ,                 H2O, 1573442965.78,         0.212,         0.393,         7.986,        -0.001,        -0.001,         0.160,        79.250,        34.382,         0.952,        57.832,         0.863,        -0.868,       -0.0000,       -0.0000,    0,        41.812,         1,      98,       6,  DGK_norm,       0
   513,     P-869,   2019/11/10 20:33:14,           1-98,       3,       -14.754,      -116.724,         17474,      -1,    1,                                        ,                                        ,                 H2O, 1573443499.27,         0.199,         0.368,         8.789,        -0.001,        -0.002,         0.186,        79.260,        34.415,         0.945,        57.996,         0.864,        -0.838,       -0.0000,       -0.0000,    0,        41.625,         1,      98,       6,  DGK_norm,       0
   514,     P-869,   2019/11/10 20:42:08,           1-98,       4,       -14.753,      -116.685,         17485,       0,    1,                                        ,                                        ,                 H2O, 1573444032.98,         0.182,         0.388,         9.411,        -0.001,        -0.001,         0.199,        79.253,        34.375,         0.972,        58.564,         0.864,        -0.670,       -0.0000,       -0.0000,    0,        41.438,         1,      98,       6,  DGK_norm,       0
   515,     P-869,   2019/11/10 20:51:03,           1-98,       5,       -14.746,      -116.650,         17369,       0,    1,                                        ,                                        ,                 H2O, 1573444567.62,         0.194,         0.392,        10.177,        -0.000,        -0.001,         0.225,        78.670,        34.175,         0.950,        57.967,         0.863,        -0.740,       -0.0000,       -0.0000,    0,        41.312,         1,      98,       6,  DGK_norm,       0
   516,     P-870,   2019/11/10 21:00:39,           1-99,       1,       -14.637,      -112.378,         17852,      -1,    1,                                        ,                                        ,                 H2O, 1573445144.55,         0.187,         0.428,        10.215,        -0.001,        -0.001,         0.218,        81.289,        35.010,         0.972,        59.643,         0.863,        -0.878,       -0.0000,       -0.0000,    0,        41.250,         1,      99,       6,  DGK_norm,       0
   517,     P-870,   2019/11/10 21:09:33,           1-99,       2,       -14.652,      -112.301,         17386,      -1,    1,                                        ,                                        ,                 H2O, 1573445678.79,         0.198,         0.403,        10.130,        -0.001,        -0.001,         0.221,        78.756,        34.144,         0.962,        58.220,         0.864,        -0.775,        0.0000,        0.0000,    0,        41.312,         1,      99,       6,  DGK_norm,       0
   518,     P-870,   2019/11/10 21:18:27,           1-99,       3,       -14.673,      -112.342,         17537,      -1,    1,                                        ,                                        ,                 H2O, 1573446212.63,         0.193,         0.403,         8.575,        -0.000,        -0.002,         0.181,        79.642,        34.318,         0.953,        58.439,         0.863,        -0.819,       -0.0000,       -0.0000,    0,        41.500,         1,      99,       6,  DGK_norm,       0
   519,     P-870,   2019/11/10 21:27:21,           1-99,       4,       -14.598,      -112.212,         17408,       0,    1,                                        ,                                        ,                 H2O, 1573446746.68,         0.187,         0.403,         9.406,        -0.001,        -0.001,         0.201,        78.912,        34.305,         0.959,        57.790,         0.865,        -0.868,        0.0000,        0.0000,    0,        41.562,         1,      99,       6,  DGK_norm,       0
   520,     P-870,   2019/11/10 21:36:15,           1-99,       5,       -14.625,      -112.009,         17334,       0,    1,                                        ,                                        ,                 H2O, 1573447280.25,         0.210,         0.422,         9.510,        -0.001,        -0.003,         0.198,        78.431,        34.129,         0.961,        57.961,         0.863,        -0.725,        0.0000,        0.0000,    0,        41.500,         1,      99,       6,  DGK_norm,       0
   521,     P-871,   2019/11/10 21:45:51,          1-100,       1,       -14.793,      -114.661,         17962,      -1,    1,                                        ,                                        ,                 H2O, 1573447856.28,         0.194,         0.397,         8.593,        -0.000,        -0.001,         0.175,        82.024,        35.092,         0.969,        59.173,         0.864,        -1.026,       -0.0000,       -0.0000,    0,        41.625,         1,     100,       6,  DGK_norm,       0
   522,     P-871,   2019/11/10 21:54:45,          1-100,       2,       -14.855,      -114.789,         17814,      -1,    1,                                        ,                                        ,                 H2O, 1573448390.20,         0.180,         0.391,         8.444,        -0.000,         0.000,         0.176,        80.983,        35.181,         0.972,        58.956,         0.863,        -0.854,       -0.0000,       -0.0000,    0,        41.688,         1,     100,       6,  DGK_norm,       0
   523,     P-871,   2019/11/10 22:03:38,          1-100,       3,       -14.864,      -115.105,         17363,      -1,    1,                                        ,                                        ,                 H2O, 1573448923.29,         0.208,         0.378,        13.154,        -0.000,        -0.000,         0.297,        78.705,        34.267,         0.941,        57.204,         0.863,        -0.843,       -0.0000,       -0.0000,    0,        41.750,         1,     100,       6,  DGK_norm,       0
   524,     P-871,   2019/11/10 22:12:32,          1-100,       4,       -14.825,      -114.903,         17717,       0,    1,                                        ,                                        ,                 H2O, 1573449457.35,         0.183,         0.408,         8.421,        -0.001,        -0.000,         0.171,        80.466,        34.528,         1.001,        60.542,         0.862,        -0.651,        0.0000,        0.0000,    0,        41.875,         1,     100,       6,  DGK_norm,       0
   525,     P-871,   2019/11/10 22:21:26,          1-100,       5,       -14.864,      -114.969,         17426,       0,    1,                                        ,                                        ,                 H2O, 1573449991.69,         0.179,         0.407,         8.284,        -0.001,         0.000,         0.169,        78.917,        34.310,         0.985,        58.380,         0.863,        -0.733,       -0.0000,       -0.0000,    0,        41.875,         1,     100,       6,  DGK_norm,       0
   526,     P-872,   2019/11/10 22:31:02,          1-101,       1,       -15.227,      -117.066,         17686,      -1,    1,                                        ,                                        ,                 H2O, 1573450568.26,         0.177,         0.442,         7.217,        -0.000,        -0.001,         0.133,        80.395,        34.580,         0.972,        59.404,         0.864,        -0.750,        0.0000,        0.0000,    0,        42.062,         1,     101,       6,  DGK_norm,       0
   527,     P-872,   2019/11/10 22:39:56,          1-101,       2,       -15.206,      -117.131,         17351,      -1,    1,                                        ,                                        ,                 H2O, 1573451101.97,         0.205,         0.379,         7.335,        -0.001,        -0.001,         0.142,        78.646,        34.192,         0.936,        57.414,         0.863,        -0.835,       -0.0000,       -0.0000,    0,        42.125,         1,     101,       6,  DGK_norm,       0
